Unnamed: 0,id_x,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,id_y,Emotion_Category
10114,35261,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Lee Women Jennifer White Top,4.0,Joy
10116,4231,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Probase Men's Screw U Blue Tshirt,20.0,Anger
10119,32878,Women,Apparel,Topwear,Tops,Orange,Sunny,2012.0,Casual,Allen Solly Woman Striped Orange Top,3.0,Joy
10120,21453,Women,Apparel,Topwear,Tshirts,Black,Rainy,2012.0,Casual,Roxy Women Black Printed T-Shirt,20.0,Anger
10125,40464,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Fila Men Trofeo White Sports Shoes,4.0,Joy
10126,33196,Women,Apparel,Topwear,Tunics,Purple,Sunny,2012.0,Casual,Sepia WomenPurple Printed Tunic,26.0,Sadness
10127,24121,Women,Footwear,Shoes,Casual Shoes,White,Rainy,2011.0,Casual,Puma Women White Trinity Casual Shoes,4.0,Joy
10131,4003,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Sunny,2011.0,Casual,Spalding Men's Navy With Yellow Flip Flop,37.0,Neutral
10132,45324,Women,Footwear,Shoes,Heels,Pink,Sunny,2016.0,Casual,Cobblerz Women Pink & White Wedges,2.0,Joy
10135,41784,Women,Apparel,Dress,Dresses,Purple,Sunny,2012.0,Casual,Remanika Women Purple Dress,26.0,Sadness
10136,56733,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Horsefly Men Red T-shirt,0.0,Joy
10137,10126,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Reebok Men Runtone Action White Sports Shoes,4.0,Joy
10139,1571,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2010.0,Sports,Kalenji Men's Super Soft Sports Shoes,4.0,Joy
10141,27596,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Scullers Men Black T-shirt,20.0,Anger
10143,12671,Men,Apparel,Bottomwear,Shorts,Red,Rainy,2011.0,Casual,Probase Men Check Red Shorts,0.0,Joy
10145,3226,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2010.0,Sports,Puma Men's Vesta Runner Black White Shoe,20.0,Anger
10147,23136,Women,Apparel,Topwear,Sweatshirts,Blue,Rainy,2011.0,Casual,Quechua Women Fleece  Blue Sweatshirt,13.0,Contentment
10149,34181,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Gini and Jony Boys Blue T-shirt,13.0,Contentment
10150,6754,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Nike Men's Air Zoom Opener White Shoe,4.0,Joy
10151,35053,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Formal,Windsor Men Black Formal Shoes,20.0,Anger
10152,7686,Men,Apparel,Topwear,Jackets,Red,Rainy,2011.0,Sports,Puma Men Alonso Track Red Ferrari Jacket,0.0,Joy
10156,2132,Men,Apparel,Topwear,Shirts,Brown,Sunny,2011.0,Casual,Basics Men Brown Slim Fit Shirt,27.0,Sadness
10158,31635,Men,Apparel,Topwear,Shirts,Purple,Sunny,2012.0,Formal,Indigo Nation Men Striped Purple Shirt,26.0,Sadness
10159,8408,Men,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Sports,ADIDAS Men Gfx Rev 2-L Jer Red T-Shirts,0.0,Joy
10160,26682,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Puma Men Silly Point Black Sports Shoes,20.0,Anger
10162,6592,Women,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Spykar Women's World Sweet Things White T-shirt,28.0,Sadness
10163,34347,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2012.0,Casual,Myntra Men Purple T-shirt,26.0,Sadness
10166,22222,Women,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,Little Miss Women Magic White T-shirt,4.0,Joy
10169,7440,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,Proline Men Navy Polo T-shirt,37.0,Neutral
10170,19863,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,ADIDAS Men Carlton White Running Sports Shoe,4.0,Joy
10172,52155,Women,Apparel,Dress,Dresses,Purple,Sunny,2012.0,Casual,Femella Women Purple Color Block Dress,26.0,Sadness
10173,15692,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Black coffee Men Micheal White Slim Fit Shirt,4.0,Joy
10174,14740,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Arrow Men Stripes Blue Shirts,13.0,Contentment
10177,5317,Men,Footwear,Shoes,Formal Shoes,Brown,Rainy,2018.0,Formal,Red Tape Men's Slip On Brown Formal Shoe,27.0,Sadness
10178,25007,Men,Apparel,Topwear,Shirts,Grey,Sunny,2012.0,Casual,United Colors of Benetton Men Grey Shirt,28.0,Sadness
10181,33162,Women,Apparel,Topwear,Tunics,Purple,Sunny,2012.0,Casual,Sepia Women Purple Tunic,26.0,Sadness
10182,57427,Women,Apparel,Topwear,Tshirts,Green,Sunny,2015.0,Casual,Angry Birds Women Green T-shirt,12.0,Contentment
10186,44202,Women,Footwear,Flip Flops,Flip Flops,Purple,Rainy,2012.0,Casual,iPanema Women Purple Flip Flops,26.0,Sadness
10187,5125,Women,Apparel,Topwear,Shirts,Blue,Sunny,2011.0,Casual,Wrangler Women English Florals Vanilla White Shirt,13.0,Contentment
10188,14572,Men,Footwear,Shoes,Casual Shoes,Grey,Sunny,2012.0,Casual,Vans Men Half Cab Grey Casual Shoes,28.0,Sadness
10190,41770,Women,Apparel,Dress,Dresses,Pink,Sunny,2012.0,Casual,Remanika Women Printed Pink Dress,2.0,Joy
10193,5919,Women,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,ADIDAS Women's Daily White Shoe,4.0,Joy
10195,33350,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2012.0,Formal,Homme Men Black Formal Shoes,20.0,Anger
10196,2300,Women,Apparel,Topwear,Tshirts,Pink,Rainy,2010.0,Sports,Nike Women Pink Polo T-shirt,2.0,Joy
10198,13757,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Belmonte Men Check Blue Shirts,13.0,Contentment
10200,27562,Men,Apparel,Topwear,Shirts,Purple,Sunny,2012.0,Casual,Scullers Men Checked Purple Shirt,26.0,Sadness
10201,12685,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2011.0,Casual,Fila Men Vintage Hi Black Casual Shoes,20.0,Anger
10205,34175,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Gini and Jony Boys Printed Black T-shirt,20.0,Anger
10206,7672,Men,Apparel,Topwear,Tshirts,Yellow,Rainy,2011.0,Sports,Puma Men's Canary Lemon Yellow T-shirt,1.0,Joy
10208,16225,Women,Apparel,Bottomwear,Capris,Black,Rainy,2011.0,Ethnic,Puma Women Capri Sweat Black Capris,20.0,Anger
10209,44666,Women,Apparel,Bottomwear,Trousers,Brown,Sunny,2012.0,Casual,Wills Lifestyle Women Brown Trousers,27.0,Sadness
10210,5541,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2011.0,Sports,Nike Mens Jordan Ptp'er White & Grey Shoes,28.0,Sadness
10213,14116,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Flying Machine Men Blue Jeans,13.0,Contentment
10214,4493,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Lotto Men's T-Effect III White Yellow Shoe,4.0,Joy
10216,41314,Women,Apparel,Bottomwear,Leggings,Black,Rainy,2012.0,Casual,Aurelia Women Black Leggings,20.0,Anger
10217,11464,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,United Colors of Benetton Men Light Winter Blue Tshirts,13.0,Contentment
10219,19609,Women,Apparel,Topwear,Tops,Purple,Sunny,2011.0,Casual,United Colors of Benetton Women Purple Top,26.0,Sadness
10221,42591,Women,Apparel,Dress,Dresses,Navy Blue,Sunny,2012.0,Casual,United Colors of Benetton Women Navy Blue Dress,37.0,Neutral
10224,2764,Men,Apparel,Topwear,Tshirts,Green,Sunny,2011.0,Casual,Classic Polo Mens  T-shirt,12.0,Contentment
10226,13333,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,13.0,Contentment
10228,7216,Men,Footwear,Shoes,Formal Shoes,Brown,Rainy,2011.0,Formal,Rockport Men's Evander Brown Shoe,27.0,Sadness
10230,16641,Men,Apparel,Topwear,Tshirts,Charcoal,Sunny,2016.0,Casual,Facit Men Smart  Charcoal Tshirt,29.0,Sadness
10233,34511,Men,Footwear,Flip Flops,Flip Flops,Black,Sunny,2012.0,Casual,ADIDAS Men Caruvo Thong Black Flip Flop,20.0,Anger
10234,31251,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Puma Men Dizzy Graphic White T-shirt,4.0,Joy
10235,3484,Women,Apparel,Bottomwear,Capris,Brown,Rainy,2010.0,Sports,ADIDAS Women Darkcinde Brown Capri,27.0,Sadness
10236,7818,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,Proline Men Navy Striped Polo T-shirt,37.0,Neutral
10237,13101,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts,20.0,Anger
10238,2556,Men,Apparel,Topwear,Tshirts,Black,Rainy,2010.0,Casual,Domyos Men's Tank Respi Black T-shirt,20.0,Anger
10239,43671,Women,Apparel,Topwear,Waistcoat,Pink,Sunny,2012.0,Casual,ONLY Women Pink Waistcoat,2.0,Joy
10242,9982,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Sports,Nike Men Blue Polo T-shirt,13.0,Contentment
10243,23794,Men,Footwear,Flip Flops,Flip Flops,White,Rainy,2012.0,Casual,Puma Men Drifter Cat II White Flip Flops,4.0,Joy
10245,14324,Women,Apparel,Topwear,Sweaters,Pink,Rainy,2011.0,Casual,ADIDAS Women Stripes Pink Sweaters,2.0,Joy
10246,44454,Women,Footwear,Shoes,Heels,Black,Sunny,2012.0,Casual,Senorita Women Black Sandals,20.0,Anger
10247,5773,Women,Apparel,Bottomwear,Shorts,Black,Sunny,2011.0,Casual,Jealous 21 Women's Black Short,20.0,Anger
10249,45586,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2013.0,Formal,Arrow Men Black Formal Shoes,20.0,Anger
10250,39800,Men,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Formal,Peter England Men Navy Blue Formal Shirts,37.0,Neutral
10252,33506,Women,Apparel,Bottomwear,Capris,Green,Sunny,2012.0,Casual,Doodle Kids Girl  Green Capris,12.0,Contentment
10253,57043,Women,Apparel,Dress,Dresses,Black,Sunny,2012.0,Casual,Elle Black Dress,20.0,Anger
10255,11656,Women,Apparel,Topwear,Tshirts,Red,Rainy,2011.0,Casual,Lee Women Printed Red Tshirts,0.0,Joy
10257,23935,Men,Footwear,Shoes,Casual Shoes,White,Rainy,2011.0,Casual,Lotto Men White Pesa Slip-On Casual Shoes,4.0,Joy
10258,48404,Men,Apparel,Topwear,Tshirts,Cream,Sunny,2012.0,Casual,French Connection Men Cream Striped T-shirt,16.0,Contentment
10261,3219,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2010.0,Sports,Puma Men's Ikonis Black Silver Shoe,20.0,Anger
10270,4800,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Sports,ADIDAS Men's Ess 3s Crew Teal Blue T-Shirt,13.0,Contentment
10271,40669,Women,Apparel,Topwear,Shirts,Navy Blue,Sunny,2012.0,Casual,Lee Women Navy Blue Printed Shirt,37.0,Neutral
10273,32847,Women,Footwear,Shoes,Heels,Beige,Rainy,2012.0,Casual,Grendha Women Romance Beige Flats,14.0,Contentment
10275,33995,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Femella Women Black Top,20.0,Anger
10277,24922,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,United Colors of Benetton Women White Top,4.0,Joy
10279,41589,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Casual,Basics Men Blue Shirt,13.0,Contentment
10281,53870,Women,Footwear,Shoes,Heels,Brown,Rainy,2012.0,Casual,Rocia Women Brown Sandals,27.0,Sadness
10282,38541,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Puma Men Black Contest Hi Shoes,20.0,Anger
10284,9511,Men,Apparel,Topwear,Tshirts,Green,Sunny,2011.0,Casual,Basics Men Green T-shirt,12.0,Contentment
10285,17932,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Sports,Puma Men Logo Blue Tshirt,13.0,Contentment
10287,26649,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Puma Men TX-3 Grey & Blue Sports Shoes,28.0,Sadness
10289,3817,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Disney Kids Boy's Yellow Squirrel Kidswear,1.0,Joy
10291,56966,Women,Footwear,Shoes,Heels,Black,Rainy,2012.0,Casual,HM Women Black Flats,20.0,Anger
10293,59112,Men,Apparel,Topwear,Jackets,Olive,Sunny,2012.0,Casual,Just Natural Men Olive Jacket,18.0,Contentment
10295,57088,Women,Apparel,Bottomwear,Skirts,Teal,Sunny,2012.0,Casual,Elle Women Teal Skirt,43.0,Contentment
10298,12018,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Mark Taylor Men White Green Striped Shirts,4.0,Joy
10299,18522,Men,Apparel,Topwear,Jackets,Black,Sunny,2015.0,Casual,C Vox Men Solid 1349 Black Jacket,20.0,Anger
10300,6901,Women,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,Tantra Women's Farm Ville Brick Red T-shirt,0.0,Joy
10301,48252,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2012.0,Casual,The Amazing Spiderman Boys Yellow T-shirt,1.0,Joy
10302,9175,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Locomotive Men Banks Blue Jeans,13.0,Contentment
10303,30348,Men,Apparel,Topwear,Tshirts,Off White,Sunny,2012.0,Casual,Myntra Men Dudewala Off White T-shirt,40.0,Neutral
10304,29265,Men,Footwear,Shoes,Sports Shoes,Blue,Sunny,2012.0,Sports,ADIDAS Men Adizero Blue Sports Shoes,13.0,Contentment
10305,12824,Women,Footwear,Shoes,Casual Shoes,Black,Rainy,2011.0,Casual,Nike Women Flyclave Black Casual Shoes,20.0,Anger
10306,9949,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Sports,ADIDAS Men Blue CFC Jersey,13.0,Contentment
10307,8295,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Mr.Men Men's Teal Green Yellow T-shirt,12.0,Contentment
10308,43488,Men,Apparel,Topwear,Shirts,Beige,Sunny,2012.0,Casual,French Connection Men Beige Shirt,14.0,Contentment
10309,9347,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Casual,Puma Men Motorsport White Shirts,4.0,Joy
10311,18710,Women,Apparel,Bottomwear,Skirts,Tan,Rainy,2011.0,Casual,Arrow Woman Printed Tan Skirt,25.0,Anger
10312,26823,Men,Apparel,Bottomwear,Trousers,Grey,Sunny,2012.0,Casual,Highlander Men Grey Trousers,28.0,Sadness
10314,29057,Men,Apparel,Bottomwear,Tracksuits,Black,Sunny,2012.0,Sports,ADIDAS Men Black Tracksuit,20.0,Anger
10316,17758,Men,Footwear,Shoes,Casual Shoes,Tan,Rainy,2012.0,Casual,Buckaroo Men New Gemma Tan Casual Shoe,25.0,Anger
10317,30946,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Ethnic,Fabindia Women Blue Cambric Top,13.0,Contentment
10319,1916,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Puma Men's Game Point Shoes,20.0,Anger
10320,4458,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Sports,Nike Men's Graphic White Blue T-shirt,4.0,Joy
10324,37199,Men,Apparel,Bottomwear,Shorts,Blue,Sunny,2012.0,Casual,United Colors of Benetton Boys Check Blue Shorts,13.0,Contentment
10325,56992,Women,Footwear,Shoes,Flats,Black,Rainy,2012.0,Casual,HM Women Black Shoes,20.0,Anger
10326,58808,Men,Apparel,Topwear,Shirts,Navy Blue,Rainy,2012.0,Smart Casual,Highlander Men Blue Striped Shirt,37.0,Neutral
10327,33539,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Wrangler Women Maddy Black Top,20.0,Anger
10328,39003,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Gini and Jony Boys Unit White T-shirt,4.0,Joy
10329,7827,Men,Apparel,Topwear,Tshirts,Burgundy,Rainy,2011.0,Casual,Proline Men Burgundy Printed T-shirt,32.0,Sadness
10330,19404,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,ADIDAS Men Solid White Tshirt,4.0,Joy
10331,9181,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,Tantra Men No Corruption White Tshirts,4.0,Joy
10333,29291,Men,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,Wrangler Men Striped Green Shirt,12.0,Contentment
10334,13902,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Nike Men Esquire White Sports Shoes,4.0,Joy
10336,19636,Women,Apparel,Topwear,Tops,Grey,Sunny,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,28.0,Sadness
10339,3689,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2011.0,Sports,Lotto Men's Melbourne White Gravity Shoe,4.0,Joy
10341,48094,Women,Apparel,Topwear,Tops,Purple,Sunny,2012.0,Casual,French Connection Women Violet Top,26.0,Sadness
10346,27905,Women,Apparel,Bottomwear,Trousers,Black,Sunny,2012.0,Casual,Scullers For Her Black Trousers,20.0,Anger
10347,44659,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Vans Men Black Shoes,20.0,Anger
10349,14129,Men,Apparel,Bottomwear,Jeans,Blue,Rainy,2011.0,Casual,Flying Machine Men Washed Blue Jeans,13.0,Contentment
10351,14915,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Mr. Men Men Mr.Silly Royal Blue Tshirts,13.0,Contentment
10352,39231,Women,Apparel,Topwear,Tops,Peach,Sunny,2012.0,Casual,Femella Women Peach Top,6.0,Joy
10353,13768,Men,Apparel,Topwear,Shirts,White,Rainy,2011.0,Formal,Belmonte Men Solid White Shirts,4.0,Joy
10356,8605,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Scullers Men Green Polo T-Shirts,12.0,Contentment
10357,22813,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Casual,Locomotive Men Green Printed T-shirt,12.0,Contentment
10358,28515,Men,Apparel,Bottomwear,Shorts,White,Sunny,2012.0,Sports,Nike Men Woven White Shorts,4.0,Joy
10364,20778,Women,Footwear,Shoes,Flats,Silver,Rainy,2011.0,Casual,Carlton London Women Classy Silver Sandals,39.0,Neutral
10365,39655,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Lotto Men White Sports Shoes,4.0,Joy
10366,5926,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,ADIDAS Men's Derby Fresh Splash White Shoe,4.0,Joy
10367,38787,Men,Footwear,Sandal,Sandals,Brown,Rainy,2015.0,Casual,Woodland Men Brown Sandals,27.0,Sadness
10370,33961,Women,Apparel,Bottomwear,Leggings,Red,Sunny,2012.0,Casual,Femella Women Red Leggings,0.0,Joy
10372,25038,Men,Apparel,Topwear,Tshirts,Green,Rainy,2011.0,Sports,Nike Men Premierl Green T-shirt,12.0,Contentment
10376,1788,Men,Footwear,Shoes,Sports Shoes,White,Rainy,2010.0,Sports,Lotto Men's Court-White-Blue Shoe,4.0,Joy
10378,44833,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Puma Men White Logo T-shirt,4.0,Joy
10379,16814,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Locomotive Men Check Blue Shirt,13.0,Contentment
10380,8437,Women,Apparel,Topwear,Tops,Grey,Rainy,2011.0,Casual,Jealous 21 Women Jealous Gale Coral Top Grey Tops,28.0,Sadness
10382,12488,Men,Footwear,Shoes,Sandals,Black,Sunny,2016.0,Casual,Clarks Men Black Leather Sandals,20.0,Anger
10384,34378,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2012.0,Casual,Myntra Men Yellow T-shirt,1.0,Joy
10386,2931,Men,Apparel,Topwear,Tshirts,White,Rainy,2010.0,Casual,DUSG Men's Burning Tiger Bamboo Natural T-shirt,4.0,Joy
10387,16028,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Casual,Highlander Men Check Red Shirt,0.0,Joy
10389,14782,Men,Apparel,Topwear,Shirts,Black,Rainy,2011.0,Formal,Arrow Men Stripes Black Shirts,20.0,Anger
10391,4207,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Casual,Disney Kids Boy's Blue Colourtastic Kidswear,13.0,Contentment
10393,15650,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Sports,Nike Men Football Soccer White Tshirts,4.0,Joy
10394,21465,Women,Apparel,Topwear,Sweaters,Red,Rainy,2012.0,Casual,Roxy Women Red Sweater,0.0,Joy
10395,40452,Men,Footwear,Shoes,Formal Shoes,Brown,Rainy,2018.0,Formal,Red Tape Men Brown Formal Shoes,27.0,Sadness
10396,38548,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Puma Men Black RS Hi Leather Shoes,20.0,Anger
10397,53879,Men,Footwear,Flip Flops,Flip Flops,Brown,Sunny,2012.0,Casual,U.S. Polo Assn. Men Brown Flip Flops,27.0,Sadness
10398,24117,Men,Footwear,Flip Flops,Flip Flops,Black,Rainy,2012.0,Casual,Playboy Men Casual Black Flip Flops,20.0,Anger
10402,26640,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Puma Men Drift White Casual Shoes,4.0,Joy
10403,12475,Men,Footwear,Sandal,Sandals,Tan,Sunny,2011.0,Casual,Clarks Men Tan Wild Time Sandals,25.0,Anger
10406,29608,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Formal,Indigo Nation Men Striped Blue Shirt,13.0,Contentment
10408,7482,Women,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Sports,Nike Women's Miler White Blue T-shirt,4.0,Joy
10409,34385,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Myntra Men Red Do Bananas T-shirt,0.0,Joy
10410,18973,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt,13.0,Contentment
10412,47677,Women,Apparel,Bottomwear,Trousers,Black,Sunny,2012.0,Casual,Femella Women Black Animal Print Trousers,20.0,Anger
10414,23332,Women,Apparel,Topwear,Tunics,Maroon,Rainy,2011.0,Casual,W Women Maroon Tunic,44.0,Sadness
10415,26472,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Puma Men Classic Graphic  White T-shirt,4.0,Joy
10417,42137,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Nike Men White Air Courtballistec White Sports Shoes,4.0,Joy
10418,3210,Women,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,Tantra Women's Ornament Red T-shirt,0.0,Joy
10420,54052,Women,Apparel,Bottomwear,Leggings,Navy Blue,Sunny,2012.0,Casual,Myntra Women Navy Blue Leggings,37.0,Neutral
10421,46597,Women,Footwear,Shoes,Heels,Mushroom Brown,Sunny,2016.0,Casual,Catwalk Women Mushroom Brown Heels,31.0,Sadness
10426,6762,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Casual,Timberland Men's Saco River Royal Blue T-shirt,13.0,Contentment
10427,37732,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,John Players Men White Check Shirt,4.0,Joy
10428,20785,Men,Apparel,Topwear,Sweatshirts,White,Rainy,2011.0,Casual,Classic Polo Men Striped White Sweatshirt,4.0,Joy
10429,15462,Men,Apparel,Topwear,Jackets,Black,Rainy,2011.0,Casual,Puma Men Heroes Wind Black Jackets,20.0,Anger
10431,4035,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Myntra Men's Not Tonight Ladies I am Just Black T-shirt,20.0,Anger
10434,10110,Women,Footwear,Shoes,Sports Shoes,White,Rainy,2011.0,Sports,Reebok Women Instant White Sports Shoes,4.0,Joy
10436,1547,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2010.0,Casual,Puma Men's Ducati Sneaker,20.0,Anger
10440,4809,Men,Apparel,Bottomwear,Shorts,Navy Blue,Sunny,2011.0,Sports,ADIDAS Men's Prophecy Navy Blue Short,37.0,Neutral
10441,48069,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2012.0,Casual,French Connection Men Navy Blue T-shirt,37.0,Neutral
10442,43481,Men,Apparel,Topwear,Shirts,Black,Sunny,2016.0,Casual,French Connection Men Black Shirt,20.0,Anger
10443,18719,Women,Apparel,Topwear,Tops,Grey,Rainy,2011.0,Casual,Arrow Women Zebra Grey Top,28.0,Sadness
10445,12223,Men,Apparel,Bottomwear,Trousers,Grey,Sunny,2013.0,Formal,Basics Men Solid Grey Trousers,28.0,Sadness
10448,3674,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2015.0,Casual,Fila Men's Chaser HI Black Shoe,20.0,Anger
10450,17751,Men,Apparel,Topwear,Shirts,Navy Blue,Rainy,2011.0,Casual,Highlander Men Stripes Navy Blue Shirt,37.0,Neutral
10453,6306,Women,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,UCB Women's Young Pigment Print Black T-shirt,20.0,Anger
10454,35401,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,Stens by Enroute Men Brown Shoes,27.0,Sadness
10457,15006,Men,Apparel,Topwear,Jackets,White,Rainy,2011.0,Sports,ADIDAS Men Solid White Jackets,4.0,Joy
10461,45776,Women,Apparel,Topwear,Tops,Red,Sunny,2012.0,Casual,Remanika Women Red Top,0.0,Joy
10462,5583,Men,Footwear,Shoes,Sports Shoes,Brown,Sunny,2011.0,Sports,ADIDAS Men Adistreet Lux Brown Shoe,27.0,Sadness
10464,32624,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Sports,Nike Men Miler Blue T-shirt,13.0,Contentment
10468,10574,Men,Apparel,Topwear,Tshirts,Navy Blue,Rainy,2011.0,Casual,Puma Men Bts Navy Blue Tshirts,37.0,Neutral
10469,4663,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,ADIDAS Men Elroy Low Black & Brown Shoes,20.0,Anger
10470,15234,Men,Footwear,Shoes,Casual Shoes,Blue,Rainy,2011.0,Casual,ADIDAS Originals Men Ciero Low St Blue Casual Shoes,13.0,Contentment
10473,37164,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,United Colors of Benetton Women Black Top,20.0,Anger
10474,11694,Men,Apparel,Topwear,Shirts,Brown,Rainy,2011.0,Casual,Lee Men Brown Check Shirt,27.0,Sadness
10476,32416,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Sports,ADIDAS Men Blue Jersey,13.0,Contentment
